,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,ActorNation
1302,16-03-22,Russian Federation,Mining,Anonymous leaks 79GB of Russian oil pipeline company's email data,Data,Hack And Leak,Anonymous,Possible,Other
1303,16-03-22,Ukraine,Unknown,Wiper Malware Attacks on Enterprises Using “DoubleZero”,Destruction,Wiper,UAC-0088,Confirmed,Russian Federation
1304,15-03-22,Ukraine,Unknown,Research institution compromised by Russian threat actor,Unknown,Unknown,Sandworm,Probable,Russian Federation
1305,15-03-22,Ukraine,Public administration,Data deletion on regional government network,Destruction,Unknown,,Probable,No Nationality Found
1306,15-03-22,Ukraine,Nonprofit,The Ukrainian Red Cross states its website was hacked,Unknown,Unknown,,Probable,No Nationality Found
1307,15-03-22,Ukraine,Media,Cyberattack on Ukraine 24 Spreads Disinformation,Disinformation,Cyber-Enabled Information Operation,,Probable,No Nationality Found
1308,14-03-22,Russian Federation,Civilians,Popular NPM package updated to wipe Russia and Belarus systems,Destruction,Wiper,RIAEvangelist,Probable,United States
1309,14-03-22,Russian Federation,Public administration,Anonymous cripples Russian security services website,Disruption,DDoS,Anonymous,Possible,Other
1310,14-03-22,Belarus,Civilians,Popular NPM package updated to wipe Russia and Belarus systems,Destruction,Wiper,RIAEvangelist,Probable,United States
1311,14-03-22,Spain,Energy,Data breach of a Spanish electricity giant,Data,Unknown,,Confirmed,No Nationality Found
1312,14-03-22,Spain,Public administration,Cyberattack on Spanish parliament,Disruption,DDoS,,Probable,No Nationality Found
1313,13-03-22,Ukraine,Unknown,"""CaddyWiper” Malware Attacks on Organizations",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1314,12-03-22,Russian Federation,Energy,Anonymous compromised the Russian State Atomic Energy Corporation's website,Data,Hack And Leak,Anonymous,Possible,Other
1315,12-03-22,Ukraine,Energy,Compromise and theft of data from a nuclear safety organization,Data,Cyberespionage,Dragonfly,Probable,Russian Federation
1316,12-03-22,Ukraine,ICT,Internet Disruption Following Cyberattack on a Ukrainian ISP,Disruption,Unknown,Fancy Bear,Probable,Russian Federation
1317,10-03-22,Germany,Energy,Anonymous hacked the German subsidiary of a Russian oil giant,Data,Hack And Leak,Anonymous,Confirmed,Other
1318,10-03-22,Russian Federation,Public administration,DDoS attack against a Russian corporation,Disruption,DDoS,,Confirmed,No Nationality Found
1319,09-03-22,Ukraine,Unknown,Research institution compromised by Russian threat actor,Disinformation,Cyber-Enabled Information Operation,,Probable,No Nationality Found
1320,09-03-22,Russian Federation,Media,Anonymous allegedly attacks a Russian federal agency and leaks files,Data,Hack And Leak,Anonymous,Possible,Other
1321,08-03-22,Ukraine,Civilians,"""FormBook” Spam Campaign Targets Citizens",Data,Cyberespionage,,Probable,No Nationality Found
1322,08-03-22,Russian Federation,Public administration,Cybercriminals compromise users with malware disguised as pro-Ukraine cyber tools,Disruption,DDoS,,Probable,No Nationality Found
1323,08-03-22,Ukraine,ICT,Cyberattack on Telecoms Provider,Disruption,Unknown,,Probable,No Nationality Found
1324,07-03-22,Russian Federation,Administrative / Support,Anonymous claims to compromise hundreds of surveillance cameras in Russia,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,Other
1325,07-03-22,Russian Federation,Public administration,Russian government sites hacked in supply chain attack,Disruption,Malware,,Probable,No Nationality Found
1326,06-03-22,Ukraine,Media,Credential Phishing Campaign Targeting Media Company,Data,Cyberespionage,Fancy Bear,Probable,Russian Federation
1327,06-03-22,Ukraine,Public administration,Phishing campaign Spreading “MicroBackdoor” Malware,Data,Cyberespionage,UNC1151,Confirmed,Belarus
1328,06-03-22,United States,Public administration,China-based TA416 ramp-up espionage against European governments,Data,Cyberespionage,TA416,Probable,China
1329,06-03-22,Russian Federation,Energy,Cyberattack on Russian nuclear powerplant leads to data leak,Data,Hack And Leak,GURMO,Probable,Ukraine
1330,05-03-22,Russian Federation,Media,Anonymous claims to attack Russian streaming services and state TV channels,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,Other
1331,05-03-22,France,Media,A Russian TV channel compromised by Anonymous,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,Other
1332,04-03-22,Ukraine,Civilians,Phishing Attacks Using Compromised Accounts,Data,Cyberespionage,,Confirmed,No Nationality Found
1333,03-03-22,Ukraine,Nonprofit,Malware Attacks on NGOs,Disruption,Malware,,Probable,No Nationality Found
1334,02-03-22,Russian Federation,Public administration,Anonymous compromises website of a Russian Institute,Disinformation,Defacement,v0g3lSec,Possible,Other
1335,02-03-22,France,Public administration,French President's site compromised during the presidential election,Disruption,DDoS,KillNet,Probable,Russian Federation
1336,02-03-22,Russian Federation,Public administration,Anonymous allegedly hacks and leaks data from the Russian space agency,Data,Hack And Leak,v0g3lSec,Possible,Other
1337,02-03-22,Ukraine,Media,Campaign: Lateral movement on a communications sector system (media),Unknown,Unknown,,Probable,No Nationality Found
1338,02-03-22,Ukraine,ICT,Campaign: Lateral movement on a communications sector system (ICT),Unknown,Unknown,,Probable,No Nationality Found
1339,01-03-22,Ukraine,Public administration,Ukrainian embassy in London suffers from constant cyberattacks,Disruption,DDoS,,Probable,No Nationality Found
1340,28-02-22,Ukraine,Media,"""DesertBlade"" was deployed against a major broadcasting company",Disruption,Malware,,Probable,No Nationality Found
1341,28-02-22,Russian Federation,Public administration,"Anonymous allegedly ""shut down"" a control server from the Russian space agency",Disruption,Other,NB65,Possible,Other
1342,28-02-22,Unknown,Criminal Group,Defacement of Anonymous' website by Killnet,Disinformation,Defacement,KillNet,Possible,Russian Federation
1343,27-02-22,Ukraine,Financial,Campaign: “Zhadnost” Botnet DDoS Attacks (financial),Disruption,DDoS,,Probable,No Nationality Found
1344,27-02-22,Ukraine,Public administration,Campaign: “Zhadnost” Botnet DDoS Attacks (government),Disruption,DDoS,,Probable,No Nationality Found
1345,27-02-22,Russian Federation,Energy,Anonymous compromised an EV charging station,Disruption,Defacement,Anonymous,Possible,Other
1346,26-02-22,Belarus,Public administration,GhostSec leaks more data and attacks Belarusian cybercriminals GhostWriter,Data,Hack And Leak,GhostSec,Possible,United States
1347,26-02-22,Russian Federation,Financial,Hack & Leak of a Russian bank's data,Data,Hack And Leak,Anonymous,Possible,Other
1348,26-02-22,Russian Federation,Criminal Group,Conti ransomware operator data leaked online,Data,Hack And Leak,@Conti,Probable,Other
1349,26-02-22,Ukraine,Civilians,Disinformation Campaigns Using Compromised Accounts,Disinformation,Cyber-Enabled Information Operation,UNC1151,Probable,Belarus
1350,26-02-22,Russian Federation,Public administration,Cyberattack against a Russian Department of the Administration of the Pskov Region,Destruction,Wiper,AgainstTheWest,Possible,Other
1351,25-02-22,Russian Federation,Media,Three media websites defaced cyberattack,Disruption,Defacement,Anonymous,Possible,Other
1352,25-02-22,Belarus,Manufacturing,Anonymous leaked over 200GB of emails from a Belarusian weapons manufacturer,Data,Hack And Leak,Anonymous Liberland-Pwn-Bär Hack Team,Possible,No Nationality Found
1353,24-02-22,Ukraine,Civilians,Coordinated Inauthentic Behavior on Social Media Platforms Facebook,Disinformation,Coordinated Inauthentic Behavior,,Confirmed,No Nationality Found
1354,24-02-22,Russian Federation,Public administration,Anonymous attacks Russian state platform,Data,Ransomware,NB65,Possible,Other
1355,24-02-22,Ukraine,Public administration,Cyberattack on Border Control Station,Destruction,Wiper,,Probable,No Nationality Found
1356,24-02-22,Belarus,Media,Belarusian threat actor targets entities in Belarus,Data,Phishing,UNC1151,Confirmed,Belarus
1357,24-02-22,Russian Federation,Transportation,Campaign: Russian websites facing unprecedented cyberattacks (airline),Disruption,DDoS,,Probable,No Nationality Found
1358,24-02-22,Russian Federation,Public administration,Campaign: Russian websites facing unprecedented cyberattacks (government),Disruption,DDoS,,Probable,No Nationality Found
1359,24-02-22,Russian Federation,Financial,Campaign: Russian websites facing unprecedented cyberattacks (bank),Disruption,DDoS,,Probable,No Nationality Found
1360,24-02-22,Ukraine,Education,Ukraine Universities’ Websites Compromised,Disruption,Defacement,theMx0nday,Confirmed,Brazil
1361,24-02-22,Kazakhstan,Education,Belarusian threat actor targets entities in Belarus and Russia,Data,Phishing,UNC1151,Confirmed,Belarus
1362,23-02-22,Ukraine,Public administration,"""IsaacWiper” Malware Attack against Government Entity",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1363,23-02-22,Romania,Public administration,Romania has been and is constantly under cyberattack,Unknown,Unknown,,Probable,No Nationality Found
1364,23-02-22,Ukraine,Civilians,Phishing Campaign Delivering “SunSeed” Malware,Unknown,Cyberespionage,UNC1151,Probable,Belarus
1365,23-02-22,Ukraine,ICT,"""AcidRain"" Wiper Malware Attack on a communication company",Destruction,Wiper,Nation State - Russian Federation,Confirmed,Russian Federation
1366,23-02-22,Ukraine,Media,DDOS Attack on News Website,Disruption,DDoS,,Probable,No Nationality Found
1367,22-02-22,Ukraine,Public administration,Campaign: Attacks on Ukraine Government and Other Institutions (government),Data,Cyberespionage,Nation State - China,Probable,China
1368,22-02-22,Ukraine,Transportation,Campaign: Attacks on Ukraine Government and Other Institutions (transportation),Data,Cyberespionage,Nation State - China,Probable,China
1369,22-02-22,Ukraine,Financial,Campaign: DDoS attack on Ukrainian websites (banks),Disruption,DDoS,Nation State - Russian Federation,Confirmed,Russian Federation
1370,22-02-22,Ukraine,Agriculture,UAC-0082 staged a file encryptor on the network of an agricultural firm,Destruction,Wiper,Sandworm,Probable,Russian Federation
1371,22-02-22,Ukraine,Public administration,Campaign: DDoS attack on Ukrainian websites (government),Disruption,DDoS,Nation State - Russian Federation,Confirmed,Russian Federation
1372,22-02-22,Ukraine,Education,Campaign: Attacks on Ukraine Government and Other Institutions (education),Data,Cyberespionage,Nation State - China,Probable,China
1373,22-02-22,Ukraine,Public administration,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (government)",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1374,22-02-22,Ukraine,ICT,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (ICT)",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1375,22-02-22,Ukraine,Health,Campaign: Attacks on Ukraine Government and Other Institutions (health),Data,Cyberespionage,Nation State - China,Probable,China
1376,22-02-22,Ukraine,Financial,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (finanicial sector)",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1377,22-02-22,Ukraine,Financial,Campaign: Attacks on Ukraine Government and Other Institutions (financial),Data,Cyberespionage,Nation State - China,Probable,China
1378,22-02-22,Ukraine,Energy,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (energy)",Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1379,22-02-22,Ukraine,Energy,Campaign: Attacks on Ukraine Government and Other Institutions (energy),Data,Cyberespionage,Nation State - China,Probable,China
1380,14-02-22,Ukraine,Financial,Campaign: DDoS Attack on Ukrainian Websites (bank),Disruption,DDoS,Nation State - Russian Federation,Confirmed,Russian Federation
1381,14-02-22,Ukraine,Public administration,Campaign: DDoS Attack on Ukrainian Websites (government),Disruption,DDoS,Nation State - Russian Federation,Confirmed,Russian Federation
1382,14-02-22,Ukraine,Civilians,SMS Spam / Disinformation Campaign,Disinformation,Coordinated Inauthentic Behavior,,Confirmed,No Nationality Found
1383,10-02-22,Ukraine,Unknown,"Cobalt Strike, GrimPlant and GraphSteel Malware in Fake Translation Software",Data,Cyberespionage,DEV-0586,Confirmed,Russian Federation
1384,09-02-22,United States,Energy,Compromise and infiltration of network of 21 American companies working in the energy sector,Data,Other,Fancy Bear,Possible,Russian Federation
1385,31-01-22,Ukraine,Energy,Spear Phishing Email Targeting Employee,Data,Cyberespionage,DEV-0586,Confirmed,Russian Federation
1386,31-01-22,Ukraine,Public administration,Spear-phishing email mimicking the Ukrainian Ministry of Foreign Affairs,Data,Phishing,Gamaredon,Probable,Russian Federation
1387,28-01-22,Germany,Energy,Cyberattack paralyses German suppliers of oil and petrol,Disruption,Malware,,Confirmed,No Nationality Found
1388,23-01-22,Belarus,Transportation,Belarusian railway hacked,Destruction,Ransomware,Cyber Partisans,Possible,No Nationality Found
1389,18-01-22,Canada,Public administration,Global Affairs Canada suffers cyberattack,Disruption,Unknown,,Probable,No Nationality Found
1390,18-01-22,Ukraine,Public administration,Attempt to Compromise a Foreign Government Entity,Unknown,Unknown,Gamaredon,Probable,Russian Federation
1391,13-01-22,Ukraine,ICT,Campaign: WhisperGate Malware deployed on Ukrainian ICT Company linked to defacement of websites,Disruption,Defacement,UNC1151,Confirmed,Belarus
