,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
7,27-03-22,Ukraine,ICT,Cyberattack Against a Ukrainian telecommunications company,Disruption,Unknown,,Confirmed,
8,27-03-22,Russian Federation,Energy,Anonymous leaks data on a Russian energy company,Data,Hack And Leak,Anonymous,Possible,
9,26-03-22,Ukraine,Public administration,Phishing campaign targeting Ukrainian entities,Data,Malware,DEV-0586,Probable,
0,26-03-22,Russian Federation,Construction,Anonymous conducted a cyberattack against a Russian construction company,Data,Hack And Leak,Anonymous,Possible,
1,25-03-22,Russian Federation,Public administration,Cyberattack on Russia’s Civil Aviation Authority servers,Destruction,Unknown,,Probable,
2,24-03-22,Russian Federation,Energy,GURMO breaches a Russian Institute,Data,Hack And Leak,GURMO,Possible,
3,24-03-22,Russian Federation,Media,"900,000 emails stolen from Russia’s largest state-owned media corporation",Data,Hack And Leak,NB65,Possible,
4,24-03-22,Poland,Public administration,DDoS attack against the Supreme Court of Poland,Disruption,DDoS,KillNet,Possible,
5,23-03-22,France,Trade,Campaign: DDoS attacks against the Russian websites of three French companies,Disruption,DDoS,Anonymous,Possible,
6,23-03-22,United States,Transportation,Attempted DDoS attack on a US Airport,Disruption,DDoS,KillNet,Confirmed,
7,22-03-22,Sweden,Transportation,Campaign: Reported increase in DDoS attacks against Swedish government entities,Disruption,DDoS,,Confirmed,
8,22-03-22,Ukraine,Public administration,Phishing attempts mimicking the Ukrainian Ministry of Defense,Data,Phishing,,Probable,
9,22-03-22,Russian Federation,Financial,Anonymous compromises a Russian bank and leaks 28GB of data,Data,Hack And Leak,The Black Rabbit World,Possible,
0,22-03-22,Russian Federation,Public administration,Phishing campaign targets Russian government dissidents with Cobalt Strike,Other,Phishing,,Probable,
1,22-03-22,Ukraine,Transportation,Destructive cyberattack against a transportation provider in western Ukraine,Destruction,Unknown,Sandworm,Probable,
2,22-03-22,Russian Federation,Public administration,Twisted Panda cyberespionage campaign,Data,Cyberespionage,TA416,Possible,
3,22-03-22,Sweden,Financial,Campaign: Reported increase in DDoS attacks against Swedish government entities,Disruption,DDoS,,Confirmed,
4,21-03-22,Croatia,Media,Cyber-enabled information operation placing Russian disinformation on Croatian news website,Disinformation,Cyber-Enabled Information Operation,,Confirmed,
5,21-03-22,Russian Federation,Public administration,Russian state information system used by veterinary services and companies compromised,Disruption,Other,,Confirmed,
6,21-03-22,Russian Federation,Manufacturing,Russian meat producer hit with Windows BitLocker encryption attack,Disruption,Ransomware,,Confirmed,
7,21-03-22,Ukraine,Unknown,Chinese Threat Actor Scarab Targeting Ukraine,Unknown,Unknown,Scarab,Confirmed,
8,19-03-22,Russian Federation,Civilians,Anonymous hacks unsecured printers to send anti-war messages across Russia,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,
9,19-03-22,Israel,Public administration,Disruption of Zelensky's video address to Israel's Parliament,Disruption,Unknown,,Probable,
0,17-03-22,Canada,Public administration,Canada’s biggest science research and development agency hit by cyberattack,Unknown,Unknown,,Probable,
1,17-03-22,Ukraine,Public administration,Phishing Campaigns on Organizations Using LoadEdge,Data,Cyberespionage,InvisiMole,Confirmed,
2,17-03-22,Russian Federation,Media,Hack and leak operation against a Russian social media application,Data,Hack And Leak,IT Army of Ukraine,Confirmed,
3,16-03-22,Ukraine,Media,Large-scale Attempted Attack Against Popular Media,Disinformation,Defacement,,Confirmed,
4,16-03-22,Ukraine,Public administration,Spear Phishing Campaign Against Government Entities Using SPECTR,Unknown,Malware,Vermin,Confirmed,
5,16-03-22,Russian Federation,Mining,Anonymous leaks 79GB of Russian oil pipeline company's email data,Data,Hack And Leak,Anonymous,Possible,
6,16-03-22,Ukraine,Unknown,Wiper Malware Attacks on Enterprises Using “DoubleZero”,Destruction,Wiper,UAC-0088,Confirmed,
7,15-03-22,Ukraine,Unknown,Research institution compromised by Russian threat actor,Unknown,Unknown,Sandworm,Probable,
8,15-03-22,Ukraine,Public administration,Data deletion on regional government network,Destruction,Unknown,,Probable,
9,15-03-22,Ukraine,Nonprofit,The Ukrainian Red Cross states its website was hacked,Unknown,Unknown,,Probable,
0,15-03-22,Ukraine,Media,Cyberattack on Ukraine 24 Spreads Disinformation,Disinformation,Cyber-Enabled Information Operation,,Probable,
1,14-03-22,Russian Federation,Civilians,Popular NPM package updated to wipe Russia and Belarus systems,Destruction,Wiper,RIAEvangelist,Probable,
2,14-03-22,Russian Federation,Public administration,Anonymous cripples Russian security services website,Disruption,DDoS,Anonymous,Possible,
3,14-03-22,Belarus,Civilians,Popular NPM package updated to wipe Russia and Belarus systems,Destruction,Wiper,RIAEvangelist,Probable,
4,14-03-22,Spain,Energy,Data breach of a Spanish electricity giant,Data,Unknown,,Confirmed,
5,14-03-22,Spain,Public administration,Cyberattack on Spanish parliament,Disruption,DDoS,,Probable,
6,13-03-22,Ukraine,Unknown,"""CaddyWiper” Malware Attacks on Organizations",Destruction,Wiper,Sandworm,Confirmed,
7,12-03-22,Russian Federation,Energy,Anonymous compromised the Russian State Atomic Energy Corporation's website,Data,Hack And Leak,Anonymous,Possible,
8,12-03-22,Ukraine,Energy,Compromise and theft of data from a nuclear safety organization,Data,Cyberespionage,Dragonfly,Probable,
9,12-03-22,Ukraine,ICT,Internet Disruption Following Cyberattack on a Ukrainian ISP,Disruption,Unknown,Fancy Bear,Probable,
0,10-03-22,Germany,Energy,Anonymous hacked the German subsidiary of a Russian oil giant,Data,Hack And Leak,Anonymous,Confirmed,
1,10-03-22,Russian Federation,Public administration,DDoS attack against a Russian corporation,Disruption,DDoS,,Confirmed,
2,09-03-22,Ukraine,Unknown,Research institution compromised by Russian threat actor,Disinformation,Cyber-Enabled Information Operation,,Probable,
3,09-03-22,Russian Federation,Media,Anonymous allegedly attacks a Russian federal agency and leaks files,Data,Hack And Leak,Anonymous,Possible,
4,08-03-22,Ukraine,Civilians,"""FormBook” Spam Campaign Targets Citizens",Data,Cyberespionage,,Probable,
5,08-03-22,Russian Federation,Public administration,Cybercriminals compromise users with malware disguised as pro-Ukraine cyber tools,Disruption,DDoS,,Probable,
6,08-03-22,Ukraine,ICT,Cyberattack on Telecoms Provider,Disruption,Unknown,,Probable,
7,07-03-22,Russian Federation,Administrative / Support,Anonymous claims to compromise hundreds of surveillance cameras in Russia,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,
8,07-03-22,Russian Federation,Public administration,Russian government sites hacked in supply chain attack,Disruption,Malware,,Probable,
9,06-03-22,Ukraine,Media,Credential Phishing Campaign Targeting Media Company,Data,Cyberespionage,Fancy Bear,Probable,
0,06-03-22,Ukraine,Public administration,Phishing campaign Spreading “MicroBackdoor” Malware,Data,Cyberespionage,UNC1151,Confirmed,
1,06-03-22,United States,Public administration,China-based TA416 ramp-up espionage against European governments,Data,Cyberespionage,TA416,Probable,
2,06-03-22,Russian Federation,Energy,Cyberattack on Russian nuclear powerplant leads to data leak,Data,Hack And Leak,GURMO,Probable,
3,05-03-22,Russian Federation,Media,Anonymous claims to attack Russian streaming services and state TV channels,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,
4,05-03-22,France,Media,A Russian TV channel compromised by Anonymous,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,
5,04-03-22,Ukraine,Civilians,Phishing Attacks Using Compromised Accounts,Data,Cyberespionage,,Confirmed,
6,03-03-22,Ukraine,Nonprofit,Malware Attacks on NGOs,Disruption,Malware,,Probable,
7,02-03-22,Russian Federation,Public administration,Anonymous compromises website of a Russian Institute,Disinformation,Defacement,v0g3lSec,Possible,
8,02-03-22,France,Public administration,French President's site compromised during the presidential election,Disruption,DDoS,KillNet,Probable,
9,02-03-22,Russian Federation,Public administration,Anonymous allegedly hacks and leaks data from the Russian space agency,Data,Hack And Leak,v0g3lSec,Possible,
0,02-03-22,Ukraine,Media,Campaign: Lateral movement on a communications sector system (media),Unknown,Unknown,,Probable,
1,02-03-22,Ukraine,ICT,Campaign: Lateral movement on a communications sector system (ICT),Unknown,Unknown,,Probable,
2,01-03-22,Ukraine,Public administration,Ukrainian embassy in London suffers from constant cyberattacks,Disruption,DDoS,,Probable,
3,28-02-22,Ukraine,Media,"""DesertBlade"" was deployed against a major broadcasting company",Disruption,Malware,,Probable,
4,28-02-22,Russian Federation,Public administration,"Anonymous allegedly ""shut down"" a control server from the Russian space agency",Disruption,Other,NB65,Possible,
5,28-02-22,Unknown,Criminal Group,Defacement of Anonymous' website by Killnet,Disinformation,Defacement,KillNet,Possible,
6,27-02-22,Ukraine,Financial,Campaign: “Zhadnost” Botnet DDoS Attacks (financial),Disruption,DDoS,,Probable,
7,27-02-22,Ukraine,Public administration,Campaign: “Zhadnost” Botnet DDoS Attacks (government),Disruption,DDoS,,Probable,
8,27-02-22,Russian Federation,Energy,Anonymous compromised an EV charging station,Disruption,Defacement,Anonymous,Possible,
9,26-02-22,Belarus,Public administration,GhostSec leaks more data and attacks Belarusian cybercriminals GhostWriter,Data,Hack And Leak,GhostSec,Possible,
0,26-02-22,Russian Federation,Financial,Hack & Leak of a Russian bank's data,Data,Hack And Leak,Anonymous,Possible,
1,26-02-22,Russian Federation,Criminal Group,Conti ransomware operator data leaked online,Data,Hack And Leak,@Conti,Probable,
2,26-02-22,Ukraine,Civilians,Disinformation Campaigns Using Compromised Accounts,Disinformation,Cyber-Enabled Information Operation,UNC1151,Probable,
3,26-02-22,Russian Federation,Public administration,Cyberattack against a Russian Department of the Administration of the Pskov Region,Destruction,Wiper,AgainstTheWest,Possible,
4,25-02-22,Russian Federation,Media,Three media websites defaced cyberattack,Disruption,Defacement,Anonymous,Possible,
5,25-02-22,Belarus,Manufacturing,Anonymous leaked over 200GB of emails from a Belarusian weapons manufacturer,Data,Hack And Leak,Anonymous Liberland-Pwn-Bär Hack Team,Possible,
6,24-02-22,Ukraine,Civilians,Coordinated Inauthentic Behavior on Social Media Platforms Facebook,Disinformation,Coordinated Inauthentic Behavior,,Confirmed,
7,24-02-22,Russian Federation,Public administration,Anonymous attacks Russian state platform,Data,Ransomware,NB65,Possible,
8,24-02-22,Ukraine,Public administration,Cyberattack on Border Control Station,Destruction,Wiper,,Probable,
9,24-02-22,Belarus,Media,Belarusian threat actor targets entities in Belarus,Data,Phishing,UNC1151,Confirmed,
0,24-02-22,Russian Federation,Transportation,Campaign: Russian websites facing unprecedented cyberattacks (airline),Disruption,DDoS,,Probable,
1,24-02-22,Russian Federation,Public administration,Campaign: Russian websites facing unprecedented cyberattacks (government),Disruption,DDoS,,Probable,
2,24-02-22,Russian Federation,Financial,Campaign: Russian websites facing unprecedented cyberattacks (bank),Disruption,DDoS,,Probable,
3,24-02-22,Ukraine,Education,Ukraine Universities’ Websites Compromised,Disruption,Defacement,theMx0nday,Confirmed,
4,24-02-22,Kazakhstan,Education,Belarusian threat actor targets entities in Belarus and Russia,Data,Phishing,UNC1151,Confirmed,
5,23-02-22,Ukraine,Public administration,"""IsaacWiper” Malware Attack against Government Entity",Destruction,Wiper,Sandworm,Confirmed,
6,23-02-22,Romania,Public administration,Romania has been and is constantly under cyberattack,Unknown,Unknown,,Probable,
7,23-02-22,Ukraine,Civilians,Phishing Campaign Delivering “SunSeed” Malware,Unknown,Cyberespionage,UNC1151,Probable,
8,23-02-22,Ukraine,ICT,"""AcidRain"" Wiper Malware Attack on a communication company",Destruction,Wiper,Nation State - Russian Federation,Confirmed,
9,23-02-22,Ukraine,Media,DDOS Attack on News Website,Disruption,DDoS,,Probable,
0,22-02-22,Ukraine,Public administration,Campaign: Attacks on Ukraine Government and Other Institutions (government),Data,Cyberespionage,Nation State - China,Probable,
1,22-02-22,Ukraine,Transportation,Campaign: Attacks on Ukraine Government and Other Institutions (transportation),Data,Cyberespionage,Nation State - China,Probable,
2,22-02-22,Ukraine,Financial,Campaign: DDoS attack on Ukrainian websites (banks),Disruption,DDoS,Nation State - Russian Federation,Confirmed,
3,22-02-22,Ukraine,Agriculture,UAC-0082 staged a file encryptor on the network of an agricultural firm,Destruction,Wiper,Sandworm,Probable,
4,22-02-22,Ukraine,Public administration,Campaign: DDoS attack on Ukrainian websites (government),Disruption,DDoS,Nation State - Russian Federation,Confirmed,
5,22-02-22,Ukraine,Education,Campaign: Attacks on Ukraine Government and Other Institutions (education),Data,Cyberespionage,Nation State - China,Probable,
6,22-02-22,Ukraine,Public administration,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (government)",Destruction,Wiper,Sandworm,Confirmed,
7,22-02-22,Ukraine,ICT,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (ICT)",Destruction,Wiper,Sandworm,Confirmed,
8,22-02-22,Ukraine,Health,Campaign: Attacks on Ukraine Government and Other Institutions (health),Data,Cyberespionage,Nation State - China,Probable,
9,22-02-22,Ukraine,Financial,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (finanicial sector)",Destruction,Wiper,Sandworm,Confirmed,
0,22-02-22,Ukraine,Financial,Campaign: Attacks on Ukraine Government and Other Institutions (financial),Data,Cyberespionage,Nation State - China,Probable,
1,22-02-22,Ukraine,Energy,"Campaign: ""HermeticWiper / FoxBlade” Malware Attacks (energy)",Destruction,Wiper,Sandworm,Confirmed,
2,22-02-22,Ukraine,Energy,Campaign: Attacks on Ukraine Government and Other Institutions (energy),Data,Cyberespionage,Nation State - China,Probable,
3,14-02-22,Ukraine,Financial,Campaign: DDoS Attack on Ukrainian Websites (bank),Disruption,DDoS,Nation State - Russian Federation,Confirmed,
4,14-02-22,Ukraine,Public administration,Campaign: DDoS Attack on Ukrainian Websites (government),Disruption,DDoS,Nation State - Russian Federation,Confirmed,
